id,status_group
69422,non functional
54150,functional needs repair
27187,non functional
73170,functional
4394,non functional
39962,functional
71858,functional needs repair
60606,functional needs repair
30365,non functional
73121,functional needs repair
54644,functional
26638,functional needs repair
36329,functional needs repair
34345,non functional
2318,non functional
71715,functional needs repair
73103,non functional
2185,functional needs repair
46575,functional
20042,non functional
61107,functional needs repair
65645,non functional
18053,functional
56921,non functional
6111,functional needs repair
17409,non functional
33077,functional
2519,functional needs repair
13495,non functional
32596,functional needs repair
27621,non functional
60094,functional
56362,functional needs repair
34672,functional needs repair
34476,functional needs repair
50728,functional needs repair
14821,functional
52174,functional
7291,functional needs repair
73044,functional needs repair
14159,non functional
19526,functional needs repair
11163,functional needs repair
41706,non functional
14363,functional
19333,non functional
1677,non functional
40762,functional
38982,non functional
7718,functional
72846,functional needs repair
50181,non functional
7514,functional needs repair
50117,functional
20636,functional needs repair
44462,functional needs repair
68800,functional needs repair
57173,non functional
62350,non functional
70546,functional needs repair
6529,functional needs repair
21442,non functional
1257,functional needs repair
40064,functional
7899,non functional
62371,functional
45488,non functional
46077,functional
49472,functional
41199,functional needs repair
8261,functional
72051,functional needs repair
11563,non functional
53759,functional needs repair
73457,non functional
51295,non functional
43493,functional needs repair
66826,non functional
44407,non functional
28047,functional
50342,functional needs repair
55775,functional
6789,functional
6473,non functional
55749,functional
54895,non functional
25079,non functional
3737,functional
19823,non functional
36578,functional needs repair
66180,functional
17114,functional needs repair
10824,functional
32974,functional
47691,functional
26392,non functional
14786,functional
34188,functional
13881,functional needs repair
43786,non functional
67567,functional needs repair
46747,functional needs repair
58369,non functional
58889,functional
48708,functional needs repair
33600,functional needs repair
63862,functional
43283,functional needs repair
27564,non functional
58996,non functional
52645,non functional
64953,non functional
4202,functional needs repair
22617,functional needs repair
6524,functional needs repair
62232,functional needs repair
62473,functional
974,non functional
33165,functional
1081,non functional
32171,functional needs repair
14598,functional
35549,functional needs repair
19917,functional needs repair
66923,functional
50436,functional needs repair
64269,non functional
32771,non functional
58426,non functional
35167,functional
7516,functional needs repair
70862,functional
11026,non functional
31267,functional needs repair
16714,functional needs repair
13517,non functional
5099,non functional
47778,functional needs repair
33669,functional
1332,functional
25957,functional
33614,non functional
72272,functional needs repair
4838,functional
48775,functional needs repair
44814,functional
25167,functional
32134,non functional
23862,functional
72628,functional needs repair
14414,functional needs repair
46094,non functional
33859,functional needs repair
48077,functional
31870,functional needs repair
14333,functional
59575,non functional
54673,functional needs repair
11755,non functional
24848,non functional
64596,functional needs repair
70391,non functional
13968,non functional
41052,functional needs repair
